강남구,298
강동구,200
강북구,156
강서구,295
관악구,453
광진구,136
구로구,195
금천구,96
노원구,323
도봉구,223
동대문구,172
동작구,256
마포구,180
서대문구,136
서초구,213
성동구,131
성북구,344
송파구,364
양천구,186
영등포구,202
용산구,140
은평구,259
종로구,94
중구,64
중랑구,203
기타,449
